nid,label
51115,16
51116,16
51117,24
51118,24
51119,10
51120,16
128671,28
51122,24
51123,6
51124,16
51125,20
51127,24
51128,24
51129,20
51130,6
51131,18
51132,26
51134,16
51136,16
51137,28
51138,4
51139,24
51140,6
128672,28
51142,27
51143,26
51145,16
51146,24
51148,4
51149,20
51150,24
51152,24
51154,16
51155,34
51156,28
51157,5
51158,28
51159,5
51160,28
128673,4
51161,16
51162,24
51163,24
51164,28
51165,31
127429,28
51168,16
51169,24
127430,22
51171,16
127431,16
51173,16
51174,24
51175,24
51177,24
127432,16
51179,24
51180,16
51182,9
51183,24
51184,16
51185,16
51186,24
127433,26
51188,16
128674,2
51190,24
51191,24
51192,24
51193,24
51195,24
51196,24
51197,5
51199,24
51202,6
51203,10
51204,5
127436,8
127437,24
51210,10
51212,24
51213,24
51214,29
51215,6
51216,24
127438,2
51217,16
127439,24
51218,5
51219,22
51220,16
127440,16
51222,24
51224,6
127441,27
51226,7
123984,24
127442,17
127443,13
127444,24
127445,16
127446,16
128677,8
51250,24
127447,24
128915,10
127448,20
127449,16
127069,24
127450,24
128678,20
127451,27
127452,26
127453,10
127454,4
128679,13
127455,16
127456,4
127457,2
127458,24
127459,24
127460,27
127461,16
127462,4
127463,4
127464,24
127465,24
127466,8
127468,32
127469,24
127470,16
127471,24
128916,16
51369,28
127473,2
127474,10
127475,24
127476,28
127477,27
127478,16
127479,24
127480,24
127481,27
127482,27
127483,16
127484,26
127485,7
127486,16
51445,12
51446,28
51447,28
51448,28
51449,24
51450,28
127487,32
51451,16
51452,4
51453,24
51454,28
119280,24
51455,8
51456,4
51457,28
51458,8
51459,28
51460,8
51461,2
127489,24
51462,10
51463,10
51464,16
51465,19
51466,28
51467,28
51468,13
51469,7
51470,22
51471,24
51472,16
51473,13
51474,5
51475,8
51476,20
51477,9
51478,28
51479,16
51480,28
51481,28
51482,28
51483,2
51484,20
51485,28
51486,16
51487,9
51488,8
51489,28
51490,16
127495,24
51491,19
51492,5
51493,21
51494,28
51495,16
51496,28
51497,19
51498,25
51499,28
51500,28
51501,10
51502,5
51503,16
51504,28
127497,16
51505,1
127498,27
51506,16
51507,9
51508,10
51509,27
51510,28
51511,8
127499,16
51512,24
51513,20
51514,20
51515,32
51516,13
51517,28
51518,28
51519,26
51520,10
51521,8
51522,10
51523,28
127502,16
51524,16
51525,24
51526,24
127503,16
51527,10
51528,28
51529,16
51530,26
51531,16
51532,16
51533,32
127504,34
51534,16
51535,16
51536,16
51537,2
51538,28
51539,13
51540,24
51541,8
51542,28
127506,24
51543,31
51544,28
51545,24
51546,16
51547,11
51548,33
51549,9
51550,28
51551,22
51552,19
51553,10
51554,16
51555,9
51556,16
51557,9
51558,19
51559,28
51560,6
51561,22
51562,24
127511,28
51563,27
51564,15
51565,28
51566,28
51567,24
51568,8
51569,26
51570,2
51571,24
51572,16
51573,26
127512,14
51574,25
51575,10
51576,28
51577,16
51578,14
51579,32
51580,31
51581,28
51582,16
51583,19
127514,5
51584,2
51585,21
51586,16
51587,3
51588,13
127515,3
51589,31
51590,24
51591,24
51592,17
51593,24
51594,24
127518,24
51595,24
51596,32
51597,16
51598,24
127519,27
51599,10
51600,17
51601,24
51602,10
51603,28
51604,24
51605,10
51606,24
51607,6
51608,28
51609,16
51610,16
51611,16
51612,10
51613,24
51614,22
51615,4
51616,28
51617,25
51618,16
51619,31
51620,16
51621,1
51622,6
51623,22
51624,2
51625,8
51626,2
51627,16
51628,8
127524,16
51629,16
51630,16
51631,24
51632,16
127525,4
51633,28
51634,28
51635,24
51636,16
51637,27
51638,16
51639,34
51640,28
51641,24
127527,24
51642,16
51643,24
51644,13
51645,5
51646,19
51647,7
51648,10
51649,5
51650,28
51651,16
51652,28
51653,16
127528,24
51654,26
51655,28
51656,4
127529,5
51657,16
127530,16
51658,28
51659,28
51660,20
51661,5
51662,16
51663,24
51664,2
51665,5
51666,28
51667,8
51668,16
51669,24
51670,34
51671,28
51672,3
51673,16
51674,24
51675,34
51676,16
51677,28
51678,16
51679,24
51680,19
51681,16
127534,28
51682,16
51683,4
51684,24
51685,16
51686,24
51687,16
127535,10
127536,3
51689,3
51690,16
127537,3
51691,7
51692,13
51693,24
51694,16
51695,31
51696,16
51697,5
51698,32
51699,16
51700,16
51701,16
51702,24
51703,16
51704,24
51705,34
51706,23
51707,28
51708,24
51709,24
51710,18
51711,24
51712,16
51713,24
51714,20
51715,11
51716,28
51717,3
51718,16
51719,16
51720,24
51721,16
51722,33
51723,16
51724,24
51725,24
51726,4
51727,24
51728,23
51729,27
51730,10
127544,24
51732,24
51733,16
51734,16
51735,16
127545,16
51736,16
51737,31
51738,19
127546,22
51739,13
51740,9
51741,16
51742,16
51743,16
51744,19
51745,4
51746,16
51747,22
51748,19
51749,16
51750,16
51751,16
51752,24
51753,10
51754,28
51755,16
51756,16
51757,16
51758,16
51759,16
51760,14
51761,4
51762,23
51763,16
51764,24
51765,26
51766,24
51767,5
51768,5
51769,27
51770,24
51771,16
127552,16
127553,8
51774,0
51775,28
51777,16
51778,24
51779,16
51780,24
51781,24
127554,28
51782,32
51783,16
51784,2
51785,16
51786,4
51787,8
51788,16
51789,24
51790,31
51791,16
127556,16
127557,16
51793,5
51794,16
51795,24
127558,16
51796,24
51797,24
51798,4
51799,28
51800,16
51801,5
51802,28
51803,16
127560,28
51804,24
51805,16
51806,10
51807,16
51808,24
51809,24
51810,24
51811,5
127561,28
51813,16
51814,13
51815,16
51816,24
51817,24
127562,14
51819,34
51820,24
51821,31
51822,24
51823,27
127563,24
51825,24
127564,16
51827,16
51828,16
51829,19
51830,24
51831,19
51832,24
51833,23
128697,0
51834,23
51835,16
51836,16
51837,16
127567,5
51838,23
51839,27
51840,16
51841,31
51843,24
127569,24
51845,10
51846,5
51847,9
51848,24
51849,24
127570,16
51851,16
51852,16
51853,16
51854,6
51855,18
51856,16
51857,27
51858,28
51859,24
51860,24
127571,22
51861,16
51862,6
127572,10
51864,16
127573,5
51866,24
127574,16
51868,28
51869,32
51870,16
51871,10
51872,4
51873,2
51874,13
127575,16
51876,24
127576,10
51878,24
127577,8
127578,28
51887,28
127579,3
127580,13
128700,24
127581,16
127582,28
127583,20
127584,17
127585,3
128701,13
127586,31
128920,26
127587,10
127588,26
127589,8
127590,29
127591,28
127592,28
127594,16
127595,22
127596,16
127597,34
127598,8
127599,8
127600,28
127601,5
127602,9
127603,31
127604,32
127605,26
127607,28
127608,10
127609,24
127610,24
127611,9
127612,34
128707,5
52067,24
127613,2
127614,10
127615,5
127616,28
127617,11
127618,10
127619,28
127620,7
127621,13
128709,28
127623,32
127625,28
128710,16
127627,2
52147,16
52148,8
52149,34
127628,10
52151,13
52152,4
52154,26
127629,16
52155,16
52156,31
52157,24
52158,24
52159,16
52160,4
52161,8
52162,16
127630,34
127631,10
52163,16
52164,24
52165,17
127632,26
52167,16
52169,24
52170,16
52171,24
52172,16
52173,16
52174,28
52175,24
52176,16
52177,16
52178,24
52179,24
127634,2
127635,28
52180,4
52181,27
52183,16
52184,24
52185,24
52186,16
52187,26
127636,20
52188,28
52189,27
127637,24
52191,24
127638,16
52193,16
52194,16
52195,16
52197,5
52198,24
52199,24
52200,5
52201,16
52202,24
52203,16
52204,24
127639,20
52205,8
52206,16
52207,24
127640,24
127641,21
52210,10
127642,24
52211,24
52212,16
52213,24
52214,16
52215,24
127643,31
52216,2
52217,24
127644,2
52220,16
52221,3
52222,24
52223,16
52224,24
52225,4
127645,13
52228,24
127646,5
52229,24
52230,7
52231,5
52232,24
52233,16
52234,16
52235,16
52236,10
127648,2
52237,16
52239,24
52240,23
52241,16
52242,24
127649,22
52245,4
52247,18
52248,24
127650,24
52250,28
52252,10
127651,8
52254,10
52255,27
52256,4
127652,0
52259,16
52260,24
52261,24
52262,3
52263,26
52264,24
52265,24
52266,27
52267,4
127653,28
52269,10
52270,28
52271,16
52272,24
52273,24
52274,24
127654,22
52276,24
52277,16
52278,24
52279,8
52280,16
52281,23
52282,28
52283,24
52284,16
52285,24
127657,16
52287,10
52288,16
52289,27
52290,24
52291,16
52292,13
52293,10
127658,13
127659,24
52296,24
52297,27
127660,20
52298,27
52299,16
127661,24
52302,32
52303,28
52304,31
52305,4
52306,24
52307,16
127662,2
52309,31
52310,5
52312,24
52314,24
52315,24
52316,4
127663,16
52318,23
52319,28
127664,28
52321,7
52322,31
52323,23
52324,22
52325,9
127665,2
52326,28
52327,13
52328,23
52329,28
52330,30
52331,10
52332,0
52333,31
52334,10
52335,32
127666,28
52336,8
127667,28
52338,34
52339,28
52340,5
127669,28
52342,4
52343,8
52344,2
52346,28
52347,20
52348,7
52349,28
127670,8
127671,10
52352,4
52354,2
52356,5
52357,10
52358,28
127672,17
52360,16
52361,8
52362,10
52363,10
52364,5
52365,4
127673,16
52367,5
52368,16
127674,2
52370,10
127675,2
52372,20
52373,10
52374,9
52375,28
52376,16
52378,28
52380,19
52381,8
52382,28
127677,26
52385,9
127678,28
52387,9
52388,32
52389,28
52392,32
52393,9
52394,28
52395,28
52396,28
127680,28
52397,16
52398,10
52399,28
52401,2
52403,18
52404,19
52405,16
52407,34
52408,28
52409,10
127682,34
52411,16
52412,5
52413,28
52414,16
52417,8
52418,14
52419,8
127684,2
127685,11
127686,23
127687,28
127688,16
52446,19
52447,8
127690,10
127691,28
127693,5
52466,28
127694,28
127695,26
127696,23
127697,16
127698,28
127699,24
127700,32
128925,16
127702,31
127703,2
125188,16
128722,22
127706,16
127708,2
127709,9
128723,26
127710,28
127711,10
127713,28
122703,10
127715,28
52570,16
127718,10
127719,28
127720,28
127721,16
127722,24
127723,28
127724,31
127725,19
127726,18
127727,4
52640,24
52641,16
52642,28
52643,5
52644,16
52645,24
52646,29
52647,28
127728,28
52648,24
52649,16
52650,24
127729,16
52651,16
52652,4
52653,16
52654,24
52656,24
52657,17
52658,16
52659,8
52660,9
52661,31
52662,4
52663,25
52664,0
52665,24
52666,3
52667,27
52668,28
52669,11
127731,24
52670,24
52671,26
52672,7
52673,8
52674,28
52675,16
52676,16
52677,16
52678,16
52679,19
52680,4
127735,16
52681,32
52682,16
52683,24
52684,28
52685,32
52686,28
52687,6
52688,16
52689,24
52690,19
127737,28
52691,10
52692,28
52693,16
52694,28
52695,16
52696,16
127738,28
52697,24
52698,26
52699,10
52700,24
52701,28
52702,16
52703,24
52704,24
52705,10
52706,24
52707,16
52708,5
52709,22
127740,28
127741,16
52710,13
52711,24
52712,8
52713,24
52714,10
52715,24
52716,22
127742,21
52717,16
52718,28
52719,16
52720,16
52721,2
52722,8
52723,26
52724,24
52725,16
52726,16
127745,28
52728,8
52729,16
52730,4
52731,1
52732,11
52733,16
127746,10
52734,27
52735,2
52736,4
52737,2
52738,26
52739,16
52740,33
52741,24
52742,28
127748,26
52743,8
52744,8
52745,24
52746,16
52747,27
52748,16
124047,17
52749,16
52750,24
52751,27
52752,7
52753,25
52754,16
52755,2
119334,24
52756,28
52757,5
52758,18
52759,16
52760,16
52761,16
52762,24
52763,34
127752,10
52764,16
52765,16
52766,13
52767,16
52768,4
52769,24
52770,28
52771,23
52772,24
52773,27
52774,4
52775,10
52776,24
52777,4
52778,10
119335,24
52779,24
52780,16
52781,31
52782,20
52783,25
52784,16
52785,24
52786,24
52787,28
127756,24
52788,16
52789,28
52790,24
52791,24
127757,6
52792,28
52793,10
52794,23
52795,24
119336,11
52796,24
52797,24
52798,24
52799,24
52800,19
52801,27
52802,16
52803,16
52804,16
52805,24
52806,16
52807,16
52808,16
52809,16
52810,28
52811,24
52812,24
127760,28
127761,10
52813,24
52814,16
127762,22
52816,27
52817,24
52818,10
52819,24
52820,28
52821,8
52822,29
52823,16
52824,24
52825,4
127764,32
52826,24
52827,16
52828,24
52829,10
52830,27
127765,4
52831,28
52832,10
127766,28
52833,24
52834,32
52835,24
52836,9
52837,4
52838,16
52839,4
52840,16
52841,27
52842,28
52843,16
52844,28
52845,16
119338,10
52846,4
127081,24
52847,24
52848,16
52849,9
52850,24
52851,22
52852,24
52853,10
52854,24
52855,27
52856,19
52857,16
52858,20
52859,27
52860,16
52861,28
52862,32
52863,28
52864,4
52865,16
52866,16
52867,22
52868,33
52869,24
52870,16
52871,28
52872,16
52873,28
52874,28
52875,18
52876,23
52877,24
52878,16
52879,4
52880,5
52881,5
52882,24
52883,24
52884,28
52885,4
52886,24
52887,31
52888,27
52889,26
52890,24
52891,16
52892,16
52893,16
52894,24
52895,16
52896,24
52897,24
52898,16
52899,24
52900,10
52901,24
52902,16
52903,25
52904,23
52905,24
52906,16
52907,16
52908,24
52909,24
52910,28
52913,16
52914,5
52915,2
52916,13
52917,8
52918,16
52919,19
52920,28
52921,28
52922,5
52923,4
52924,16
52925,2
52926,28
52927,8
52928,24
52929,2
52930,2
52931,8
52932,4
119340,22
52934,28
52935,16
52936,28
52937,20
52938,20
52939,16
52940,28
52941,28
52942,16
52943,28
52944,16
52945,27
52946,24
52947,26
52948,28
52949,8
52950,26
52951,16
52952,10
52953,32
52954,24
52955,24
52956,20
52957,28
52958,24
52959,24
52960,24
52961,13
52962,8
52963,5
52964,24
52965,16
52966,24
52967,4
52968,4
52969,6
52970,34
52971,4
52972,2
52973,24
52974,28
52975,16
52976,16
52977,23
52978,16
52979,16
52980,2
52981,8
52982,16
52983,10
52984,34
52985,20
52986,24
52988,20
52989,4
52990,11
52991,28
52992,28
52994,16
52995,8
52996,10
52997,28
52998,19
52999,33
53000,5
53001,9
53002,28
119343,8
53003,9
53005,28
53006,33
53007,27
53008,29
53009,4
53010,28
53011,24
53012,16
53013,16
53014,2
53015,22
53017,24
53018,32
53019,16
53020,24
53021,16
53022,31
119344,24
53023,2
53024,28
53025,4
53026,4
53028,5
53029,6
53030,10
53031,28
53032,26
53033,23
53034,28
53035,16
53036,28
53037,7
53038,28
53039,24
53040,28
53042,10
53043,26
53044,28
53045,16
53046,26
53047,28
53049,34
53050,28
53051,31
53052,20
53053,31
53054,16
53055,24
53059,16
53060,27
53061,8
53062,28
53063,28
119346,24
127083,34
53065,2
53066,28
53067,8
53068,4
53069,31
53070,28
53071,28
53072,5
53073,28
53075,24
53076,34
53077,27
53080,16
53081,19
53082,13
53083,2
53084,26
53085,24
53086,14
53088,31
53089,16
53090,24
53091,28
53093,2
53094,5
53095,16
53097,8
53098,28
53099,26
53100,19
119347,16
119348,26
119349,24
119350,6
127084,27
53182,6
53197,24
119354,24
53271,27
119358,16
53371,26
53372,31
53373,26
53374,23
53375,29
53376,28
53377,5
53378,28
53379,10
53380,9
53382,24
53383,2
53384,16
53385,28
53386,28
53387,2
53388,24
53389,28
53391,28
53393,11
53394,31
53395,28
53396,26
53398,28
53399,16
53400,31
53401,24
53402,4
53403,22
129856,28
53404,13
53405,28
53406,2
53407,27
53408,2
53409,31
53410,4
53411,26
53412,28
53414,3
53417,28
53419,21
53420,8
53421,24
53422,28
53423,21
53424,2
53425,3
53426,6
53427,28
53428,28
53429,28
53430,9
53431,6
53433,28
53434,20
53435,9
53438,28
53439,28
53440,16
53441,34
53442,20
53444,10
53445,16
53446,24
53447,4
53448,11
53449,0
119362,16
53452,28
53453,14
53454,8
53455,22
53456,13
53458,16
53459,33
53460,2
53461,7
53462,28
53463,28
53464,16
53465,24
53466,28
53468,28
53469,28
53470,14
53471,2
53472,13
53473,16
53474,31
53475,16
53477,28
53478,13
53479,10
53480,19
53481,22
53483,20
53484,7
53485,16
53486,19
53487,23
53488,28
53489,16
53490,23
53491,26
53493,19
53495,16
53496,16
53497,10
53498,27
53500,5
53501,4
53502,31
53503,24
53505,21
53507,28
53508,19
53509,24
53510,13
53511,28
53514,20
53515,4
53517,28
53518,23
53519,5
53521,9
53522,28
53523,29
53524,22
53527,8
53528,13
53529,10
53530,28
53531,5
53533,8
53535,7
53537,24
53538,28
53539,28
53540,24
53542,28
53543,31
53544,28
53545,28
53546,24
53548,20
53549,24
53550,16
53551,24
53552,13
53554,32
53556,8
53557,16
53559,24
53561,21
53562,8
53563,2
53564,2
53565,28
53567,28
53569,27
53570,23
53572,19
53573,5
53574,19
53575,10
53576,28
53577,4
53579,8
53581,19
53582,34
53585,24
53586,28
53588,24
53589,8
53590,26
53591,24
53592,28
53593,28
53594,8
53595,28
119368,16
53598,6
53599,8
53602,24
53603,23
53604,16
53605,31
53606,27
53607,28
53608,16
53609,2
53610,19
53611,16
53612,10
53613,24
53614,28
53615,32
53616,9
119369,16
53618,7
53619,15
53620,2
53623,16
53624,24
53625,10
53627,3
53633,28
53642,16
53646,13
53647,28
53649,10
53651,24
124081,31
119373,3
119375,24
53760,24
53837,23
53838,3
53839,28
53840,16
53841,24
53842,24
53843,10
53844,28
53845,16
53846,16
53847,16
53848,16
53849,22
53850,32
53851,16
53852,28
53853,5
53854,16
53855,4
53856,4
53857,24
53858,23
53859,31
53860,10
53861,26
53862,24
53863,31
53864,10
53865,22
53866,24
53867,16
53868,28
53869,24
53870,4
53871,13
53872,24
53873,27
53874,16
53875,22
53876,26
53877,10
53878,24
53879,22
53880,16
53881,16
53882,16
53883,16
53884,16
53885,20
53886,16
53887,16
53888,16
53889,16
53890,24
53891,27
53892,24
53893,24
53894,8
53895,24
53897,13
53898,24
53899,16
53900,9
53901,10
53902,0
53903,24
53904,8
53905,2
53906,28
53907,16
53908,2
53909,24
53910,31
53911,24
53912,4
53913,8
53914,25
53915,24
53916,27
53917,24
53918,28
53919,26
53920,2
53921,25
53922,16
53923,16
53924,24
53925,24
53926,16
53927,5
53928,27
53929,16
53930,28
53931,24
53932,16
53933,16
53934,19
53935,24
53936,3
53937,25
53938,24
53939,16
53940,16
53941,20
119382,16
53942,4
53943,28
53944,28
53945,24
53946,28
53947,10
53948,24
53949,5
53950,26
53951,28
53952,14
53953,14
53954,24
53955,8
53956,24
53957,5
53958,16
53959,16
53960,3
53961,24
53962,1
53963,24
53964,16
53965,26
53966,24
53967,16
53968,24
53969,24
53970,16
53971,16
53972,27
53973,24
53974,26
53975,28
53976,19
53977,26
53978,5
53979,24
53980,6
53981,31
53982,16
53983,3
53984,4
53985,8
53986,16
119384,28
53987,28
53988,28
53989,16
53990,4
53991,28
53992,28
53993,8
53994,31
53995,9
53996,24
53997,28
53998,4
53999,28
54000,32
54001,19
54002,24
54003,2
54004,20
54005,2
54006,19
54007,2
54008,23
54009,10
54010,24
54011,27
54012,16
54013,10
54014,4
54015,28
54016,16
54017,16
54018,28
54019,20
54020,16
54021,9
54022,28
54023,28
54024,24
54025,10
54026,34
54027,10
54028,26
54029,24
54030,28
54031,31
54032,16
54033,16
54034,24
54035,31
54036,16
54037,28
54038,31
54039,8
54040,28
54041,24
54042,24
54043,2
54044,28
54045,28
54046,28
54047,28
54048,24
54049,1
54050,16
54051,24
54052,34
54053,24
54054,24
54055,16
54056,27
54057,4
54058,28
54059,24
54060,34
54061,16
54062,24
54063,29
54064,24
54065,28
54066,28
54067,32
54068,32
54070,28
54071,5
119387,24
54072,24
54073,26
54074,2
54075,28
54076,31
54077,24
54078,22
54080,28
54081,9
54082,16
54083,20
54085,16
54086,31
54087,28
54088,28
54089,24
54091,28
54092,16
54093,23
54094,8
54095,22
54096,24
54097,4
54098,19
54099,8
54100,18
54101,28
54102,24
54103,16
54104,33
54105,2
54106,24
54107,8
54109,24
54110,2
54111,8
54112,28
54113,10
54114,22
54115,31
54116,28
54117,5
54118,22
54119,16
54120,16
54121,27
54122,32
54123,28
119389,24
54124,28
54125,28
54126,16
54127,5
54128,10
54129,34
54130,27
54131,28
54132,8
54133,28
54134,28
54135,24
54136,4
54137,28
54138,24
54139,27
54140,31
54141,28
54142,16
54143,17
54144,16
54145,5
54146,19
54147,20
54148,9
54149,24
54151,16
54153,8
54154,24
54155,28
54156,4
54157,34
54158,24
54159,19
54160,20
54161,33
54162,10
54163,8
54164,28
54165,10
54166,16
54167,4
54169,26
54170,28
54171,33
54172,4
54173,16
54174,4
54175,10
54176,19
54177,4
54178,28
54179,28
54180,33
54181,27
54182,28
54183,16
54184,6
54185,25
54186,2
54187,16
54188,22
54189,4
54190,3
54191,20
54192,16
54193,16
54194,24
54196,16
54197,16
54198,27
54200,20
54201,10
54202,3
54203,7
54204,9
54205,20
54206,16
54207,2
54208,4
54209,4
54210,19
54211,28
54212,24
54213,28
54214,24
54215,26
54216,4
54217,26
54218,5
54219,4
54220,24
54221,4
54222,24
54224,24
54225,5
54226,24
54227,16
54228,16
54229,24
54230,4
54231,2
54232,16
54233,16
54234,16
54235,6
54236,8
54237,16
54238,24
54240,16
54241,1
54242,24
54243,24
54244,28
54245,3
54248,32
54249,5
128044,16
54250,10
54251,32
54254,24
54257,16
54258,24
54259,27
54260,24
54261,16
54262,24
54263,26
54264,5
54266,13
54267,24
54268,27
54269,26
54270,24
54271,28
54273,5
54276,24
54277,11
54278,24
54279,5
54321,27
54322,24
54327,28
128795,28
54406,5
128799,28
119407,27
127095,16
54540,6
54541,16
54542,2
54544,10
122374,31
54547,28
54548,17
54549,28
54551,32
54553,28
54554,10
54555,24
54556,22
54560,9
54561,24
54563,28
54564,6
54565,13
54566,15
54567,10
54568,16
54569,28
54570,34
54571,22
54572,28
54573,23
54575,28
54577,10
54578,2
54579,28
54583,28
54585,24
54586,8
54587,28
54588,9
54589,16
54590,8
54592,24
54595,16
54596,32
54597,19
54598,13
54599,27
54600,23
54601,10
54602,3
54604,27
54605,33
54606,2
54609,20
54611,16
54612,16
54613,6
54614,33
119410,24
54616,28
54617,24
54618,1
54619,33
54620,16
54624,23
54625,28
54626,5
54627,28
54628,26
54629,16
54630,24
54631,28
54632,24
54633,28
54634,16
54635,16
54636,10
54640,16
54642,16
54643,24
54645,4
54647,28
54649,28
54650,28
54651,8
54652,16
54653,15
54654,16
54656,16
54657,16
54658,2
54659,10
54660,23
54661,28
54664,27
54665,13
54666,24
54667,8
54668,16
54669,24
54670,5
54671,20
54674,23
54675,5
54676,10
54678,24
54679,28
54680,24
54681,24
54682,28
54684,33
54686,24
54687,10
54688,27
54689,16
54690,16
54691,23
54693,16
54697,34
54699,28
54701,16
54702,4
54703,19
54704,22
54705,16
54706,4
54707,10
54708,27
54709,27
54711,8
54712,8
54713,6
54714,27
54715,24
54716,7
54717,19
54718,16
54720,17
54721,3
54722,28
54723,24
54724,16
54725,8
54727,16
54728,24
54729,5
54735,22
54737,16
54738,27
54739,27
54740,0
54741,16
54743,16
54744,4
54746,28
54748,11
54749,10
54750,16
54751,16
54752,16
54753,13
54754,26
54755,16
54756,10
54758,13
54760,4
54761,24
54763,16
54764,28
54765,24
54766,16
54767,6
54768,28
54769,16
54770,24
54771,24
54775,23
54776,26
54778,22
54779,28
54780,14
54781,14
54782,28
54783,4
54785,24
54787,16
54788,16
54789,16
54797,16
54804,24
128181,16
128183,25
128184,25
128185,8
128189,27
119425,24
128190,24
128191,25
128192,4
128193,24
55007,28
55008,24
55009,24
55010,16
55011,9
55012,10
55013,16
55014,3
55015,20
55016,26
128194,5
55017,10
55018,16
55019,28
55020,2
55021,16
128195,16
55022,24
55023,28
55024,16
55025,5
55026,24
55027,34
55028,28
55029,29
55030,16
55031,22
55032,20
55033,16
55034,10
128197,24
55035,8
55036,31
55037,24
55038,10
55039,14
55040,24
55041,27
55042,16
55043,20
55044,10
55045,8
55046,16
55047,10
55048,31
128200,8
55049,16
55050,2
55051,9
55052,22
55053,34
55054,4
55055,24
55056,8
128201,16
55057,27
128202,24
55058,14
128203,24
55059,28
55060,8
55061,27
55062,34
55063,10
55064,10
55065,5
55066,34
55067,10
55068,31
55069,24
55070,9
128205,17
55071,9
55072,28
55073,28
55074,10
55075,10
55076,28
55077,24
55078,31
55079,5
55080,8
55081,8
55082,13
55083,3
55084,31
55085,16
55086,15
55087,16
55088,2
55089,28
55090,22
55091,24
55092,28
55093,28
55094,16
55095,33
55096,28
128210,16
55097,16
55098,28
55099,28
55100,16
128211,4
55101,28
55102,16
55103,9
55104,19
55105,28
55106,28
55107,3
55108,5
55109,4
55110,4
55111,19
55112,9
55113,28
128213,24
128214,24
55114,16
55115,19
55116,4
55117,9
55118,28
55119,16
55120,28
55121,5
55122,5
55123,19
55124,30
55125,16
55126,28
55127,16
55128,4
55129,10
55130,16
55131,11
55132,16
55133,16
55134,9
55135,10
55136,23
55137,4
55138,28
55139,24
55140,10
55141,28
55142,24
55143,24
55144,8
55145,4
55146,21
55147,28
55148,16
55149,28
55150,16
55151,16
55152,8
55153,16
55154,16
55155,10
55156,34
55157,16
55158,4
55159,24
128224,32
55160,13
55161,10
55162,16
55163,34
55164,31
55165,24
55166,8
55167,21
55168,16
128225,8
55169,10
55170,9
55171,28
55172,10
55173,9
55174,5
55175,28
55176,20
55177,16
55178,8
55179,28
55180,28
55181,16
55182,16
55183,26
55184,21
55185,20
55186,16
55187,24
55188,18
55189,16
55190,8
55191,27
55192,31
55193,20
128230,16
55194,19
55195,24
55196,24
55197,2
55198,8
55199,24
55200,10
55201,10
55202,24
55203,8
55204,28
55205,16
55206,27
55207,24
55208,29
55209,31
55210,27
55211,6
55212,13
55213,2
55214,28
55215,24
55216,1
55217,16
55218,10
55219,28
55220,10
55221,24
55222,24
128235,23
55223,16
55224,24
55225,10
128236,28
55226,31
55227,8
55228,26
55229,16
55230,5
55231,26
55232,16
55233,16
55234,16
55235,16
55236,5
55237,24
55238,22
55239,4
55240,16
55241,4
124145,6
55243,28
128239,28
55244,2
55245,2
55246,16
55247,24
55248,5
55249,16
55250,24
55251,31
55252,16
55253,10
55254,16
55255,16
55256,27
55257,16
55258,24
55259,16
124146,23
55260,16
55261,18
55262,10
55263,27
55264,16
55265,22
55266,23
55267,24
128243,16
55268,11
55269,24
55270,16
55271,16
55272,13
128244,8
55273,16
55274,16
128246,4
55275,23
55276,29
55277,28
55278,9
55279,16
55280,24
55281,24
55282,25
55283,10
55284,28
55285,26
55286,24
55287,24
124147,16
55288,28
55289,16
55290,24
55291,25
55292,34
55293,27
55294,28
55295,24
128249,32
128250,4
55297,10
55298,16
55299,24
55300,24
55301,16
55302,4
55303,24
55304,16
55305,16
128252,10
55306,10
55307,16
55308,10
55309,24
55311,5
55312,2
55313,18
55314,16
55315,16
55316,16
55317,16
55318,24
128254,24
55319,8
55320,16
55321,24
55322,24
128255,10
55323,16
55324,24
55325,16
55326,28
55327,8
55328,32
55329,24
55330,16
128257,5
55332,24
55333,34
55334,5
55335,16
55336,24
55337,28
55338,28
55339,5
55340,20
55341,3
55342,32
55343,9
55344,24
55345,8
55346,3
55347,27
55348,27
55349,24
55350,34
55351,16
55352,24
55353,10
55354,7
128260,19
55356,16
55357,24
55358,16
55359,24
55360,24
55361,3
55363,16
55364,10
55365,24
55366,24
55367,24
55368,24
55369,16
55370,16
128265,32
55372,8
55373,24
55374,16
55375,20
128266,24
55377,22
55378,27
55379,24
55380,16
55381,16
55382,28
55383,16
55384,4
55385,16
55386,16
55387,24
55388,24
55389,9
55390,0
55391,28
55392,3
55393,28
55394,28
55395,26
55396,32
55397,24
55398,13
55399,10
55400,3
55401,23
55402,28
55403,13
55404,28
55405,31
55406,28
55407,2
55408,9
55409,16
55410,32
55411,5
55412,4
55413,2
55414,16
55415,5
55416,16
55417,19
55418,3
55419,31
55420,16
55421,24
55422,24
55423,26
55424,2
55425,20
55426,28
55427,6
55428,1
55429,3
55430,24
55431,19
55432,28
55434,23
55435,28
55436,4
55437,8
55438,19
55439,10
55441,10
55442,28
55443,31
55444,8
55445,23
55446,32
55447,24
55448,28
55449,3
55450,31
128281,24
55452,27
55453,9
55473,28
124156,27
55555,28
55622,5
124159,18
55728,19
55729,0
55731,16
55733,17
55734,31
55735,16
55737,27
55739,28
55740,19
55741,19
55742,10
55743,22
55744,31
55746,16
55747,24
55749,28
55750,28
55751,16
55752,28
55753,28
55754,3
55755,28
55757,24
55758,24
55759,16
